title,link,mountain,upload_to,운해 여부,위치,전날 기온,전날 강수량,전날 습도,전날 기압,일출 기온,일출 풍속,일출 습도,일출 기압,일출 전운량,일교차
일출 핫플 맛집,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=15&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=144474&referrerAllArticles=true,[‘북한산'],20220227,0,서울,1.0 ,0.0 ,71.0 ,1006.4 ,-0.6 ,1.7 ,60.0 ,1009.5 ,0.0 ,-1.6 
복받았던 북한산 일출 산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=15&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=144378&referrerAllArticles=true,['북한산'],20220227,0,서울,1.0 ,0.0 ,71.0 ,1006.4 ,-0.6 ,1.7 ,60.0 ,1009.5 ,0.0 ,-1.6 
지금 이순간(지리산 천왕봉 일출),https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=15&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=143507&referrerAllArticles=true,['지리산'],20220224,1,함양,-4.8 ,0.0 ,24.0 ,1012.6 ,-4.8 ,4.1 ,33.0 ,1012.6 ,3.0 ,0.0 
오늘 지리산 일출 간단 산행 후기 !,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=15&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=141541&referrerAllArticles=true,['지리산'],20220215,0,함양,2.6 ,0.0 ,58.0 ,1001.7 ,-0.7 ,4.3 ,56.0 ,1001.2 ,10.0 ,-3.3 
태백산 일출 산행(2월 13일),https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=15&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=141099&referrerAllArticles=true,['태백산'],20220214,0,태백,-2.8 ,0.0 ,94.0 ,936.4 ,-4.6 ,0.0 ,94.0 ,935.7 ,1.0 ,-1.8 
굿모닝!!!!입니다(with 북한산 일출),https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=15&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=141061&referrerAllArticles=true,['북한산'],20220214,0,서울,2.4 ,0.0 ,60.0 ,1011.1 ,1.1 ,2.2 ,72.0 ,1010.3 ,0.0 ,-1.3 
지리산.천왕봉 일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=15&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=140632&referrerAllArticles=true,['지리산'],20220212,0,함양,-2.9 ,0.0 ,58.0 ,1007.1 ,-3.6 ,0.2 ,63.0 ,1006.9 ,10.0 ,-0.7 
태백산 일출!,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=15&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=140514&referrerAllArticles=true,['태백산'],20220212,0,태백,-3.0 ,0.0 ,51.0 ,939.0 ,-2.8 ,0.3 ,53.0 ,938.9 ,7.0 ,0.2 
2/11일 지리산 천왕봉 일출산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=15&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=140281&referrerAllArticles=true,['지리산'],20220211,0,함양,-3.6 ,0.0 ,70.0 ,1005.7 ,-7.7 ,0.0 ,81.0 ,1006.5 ,0.0 ,-4.1 
북한산 일출(with 미세먼지),https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=15&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=140276&referrerAllArticles=true,['북한산'],20220211,0,서울,0.2 ,0.0 ,77.0 ,1013.9 ,-1.7 ,1.0 ,78.0 ,1014.3 ,0.0 ,-1.9 
첫 일출 산행~! 날씨가 너무 좋았네요. ^^,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=15&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=139576&referrerAllArticles=true,[‘북한산’],20220206,0,서울,-8.0 ,0.0 ,61.0 ,1016.8 ,-8.4 ,1.0 ,65.0 ,1016.8 ,0.0 ,-0.4 
가슴 벅찼던 가야산의 일출과 상고대,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=15&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=139164&referrerAllArticles=true,['가야산'],20220206,0,합천,-3.0 ,0.0 ,43.0 ,1022.8 ,-3.3 ,1.5 ,33.0 ,1024.3 ,0.0 ,-0.3 
무등산 일출 성공,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=15&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=139044&referrerAllArticles=true,['무등산'],20220206,0,광주,-2.2 ,0.1 ,85.0 ,1019.4 ,-4.5 ,1.9 ,85.0 ,1020.8 ,5.0 ,-2.3 
설악산 대청봉 일출산행기((feat.저체온증!?),https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=15&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=138504&referrerAllArticles=true,['설악산'],20220202,0,인제,-2.2 ,0.0 ,65.0 ,1002.5 ,-3.9 ,2.8 ,68.0 ,1001.7 ,8.0 ,-1.7 
관악산 일출 산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=15&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=137698&referrerAllArticles=true,['관악산'],20220131,0,수원,-2.9 ,0.0 ,41.0 ,1019.6 ,-7.0 ,0.8 ,59.0 ,1020.1 ,0.0 ,-4.1 
지리산 촛대봉에서의 일출~~,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=15&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=137624&referrerAllArticles=true,['지리산'],20220131,0,함양,-1.7 ,0.0 ,32.0 ,1004.8 ,-4.5 ,1.5 ,45.0 ,1004.4 ,0.0 ,-2.8 
아까 그순간- 백운대 일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=15&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=137042&referrerAllArticles=true,[‘북한산'],20220129,0,서울,-4.7 ,0.0 ,55.0 ,1013.6 ,-6.8 ,1.9 ,64.0 ,1012.6 ,0.0 ,-2.1 
북한산 일출 산행 후기 (with 통규님),https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=15&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=136396&referrerAllArticles=true,['북한산'],20220126,0,서울,2.0 ,0.0 ,83.0 ,1011.4 ,-1.1 ,1.8 ,88.0 ,1012.8 ,0.0 ,-3.1 
1월22일 토요일 고헌산 일출산행 다녀왔어요,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=135566&referrerAllArticles=true,['고헌산'],20220122,0,울산,1.1 ,0.0 ,68.0 ,1018.8 ,-0.4 ,0.9 ,76.0 ,1017.8 ,2.0 ,-1.5 
북한산 백운대 일출 산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=135357&referrerAllArticles=true,['북한산'],20220122,0,서울,-3.1 ,0.0 ,58.0 ,1017.4 ,-4.5 ,1.9 ,68.0 ,1016.6 ,4.0 ,-1.4 
지리산 일출 산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=134849&referrerAllArticles=true,['지리산'],20220120,0,함양,-1.6 ,0.0 ,48.0 ,1003.9 ,-5.7 ,0.7 ,59.0 ,1005.7 ,0.0 ,-4.1 
16일 소백산 일출 다녀왔어요,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=133942&referrerAllArticles=true,['소백산'],20220116,0,제천,0.8 ,0.0 ,64.0 ,988.7 ,0.7 ,2.0 ,87.0 ,987.7 ,9.0 ,-0.1 
태백산 일출 산행 실패 ㅠㅠ,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=133753&referrerAllArticles=true,['태백산'],20220116,0,태백,-0.7 ,0.0 ,71.0 ,933.6 ,-1.3 ,2.7 ,64.0 ,931.6 ,10.0 ,-0.6 
관악산 일출산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=133728&referrerAllArticles=true,['관악산'],20220116,0,수원,1.8 ,0.0 ,62.0 ,1017.3 ,3.1 ,4.3 ,74.0 ,1016.7 ,7.0 ,1.3 
무등산 일출 실패 특곰탕 스페셜,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=133681&referrerAllArticles=true,['무등산'],20220116,0,광주,2.6 ,0.0 ,75.0 ,1015.3 ,1.9 ,0.2 ,90.0 ,1014.5 ,10.0 ,-0.7 
북한산 일출 산행기(창고작) 입니다.,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=133520&referrerAllArticles=true,['북한산'],20211024,0,서울,9.1 ,0.0 ,67.0 ,1018.1 ,6.7 ,1.4 ,82.0 ,1016.7 ,1.0 ,-2.4 
급조 설악산 일출산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=133307&referrerAllArticles=true,['설악산'],20220114,0,인제,-11.6 ,0.0 ,63.0 ,998.6 ,-14.5 ,0.3 ,77.0 ,1000.0 ,1.0 ,-2.9 
생애 첫 일출 with 비봉능선,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=133268&referrerAllArticles=true,[‘족두리봉’],20220114,0,서울,-8.9 ,0.0 ,53.0 ,1014.4 ,-9.4 ,2.1 ,52.0 ,1014.8 ,0.0 ,-0.5 
설악일출 보고왔습니다,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=132821&referrerAllArticles=true,[‘설악산'],20220112,0,인제,-9.7 ,0.0 ,52.0 ,997.3 ,-11.7 ,1.8 ,63.0 ,997.4 ,4.0 ,-2.0 
2021.01.08 태백 일출산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=132172&referrerAllArticles=true,[‘장군봉'],20220108,0,태백,-7.6 ,0.0 ,51.0 ,939.0 ,-8.5 ,0.4 ,58.0 ,937.4 ,0.0 ,-0.9 
지리산천왕봉일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=131879&referrerAllArticles=true,['지리산'],20220109,0,함양,-1.7 ,0.0 ,80.0 ,1004.3 ,-1.5 ,0.5 ,83.0 ,1003.2 ,9.0 ,0.2 
2022년 첫번째 지리산행(feat.황홀한 천왕일출),https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=131829&referrerAllArticles=true,['지리산'],20220108,1,함양,-7.6 ,0.0 ,79.0 ,1008.7 ,-10.0 ,0.1 ,85.0 ,1007.3 ,0.0 ,-2.4 
월악산 영봉 일출 산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=131667&referrerAllArticles=true,['월악산'],20211225,0,제천,-3.4 ,0.0 ,70.0 ,990.1 ,-8.7 ,3.3 ,63.0 ,992.7 ,0.0 ,-5.3 
1월 7일 지리산 일출산행 후기 입니다.,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=131497&referrerAllArticles=true,['지리산'],20220107,0,함양,-6.5 ,0.0 ,,1010.5 ,-9.7 ,0.7 ,,1011.7 ,0.0 ,-3.2 
2021년의 마지막 일출을 지리산 천왕봉에서.,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=130546&referrerAllArticles=true,['지리산'],20211231,0,함양,-1.3 ,0.0 ,39.0 ,1007.6 ,-3.0 ,4.4 ,33.0 ,1009.4 ,0.0 ,-1.7 
덕유산 첫일출 산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=130531&referrerAllArticles=true,['덕유산'],20220103,0,금산,-6.2 ,0.0 ,84.0 ,1005.7 ,-9.2 ,0.0 ,90.0 ,1005.5 ,0.0 ,-3.0 
신불산 새해 일출 +영축산+황매산,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=130376&referrerAllArticles=true,['황매산'],20220102,0,울산,-0.3 ,0.0 ,19.0 ,1016.4 ,-0.4 ,2.6 ,25.0 ,1014.3 ,5.0 ,-0.1 
육구종주 중에 일출 ..,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=130295&referrerAllArticles=true,[‘할미봉’],20220101,0,금산,-9.2 ,0.0 ,72.0 ,1010.9 ,-11.7 ,0.4 ,85.0 ,1010.5 ,0.0 ,-2.5 
주말 일출...,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=130259&referrerAllArticles=true,[‘가지산'],20220101,0,울산,-3.9 ,0.0 ,29.0 ,1018.7 ,-5.5 ,3.1 ,28.0 ,1019.3 ,2.0 ,-1.6 
일출보러 짐싸고 올라봅니다 ㅎㅎ,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=130163&referrerAllArticles=true,[‘봉래산’],20220101,0,부산,-1.6 ,0.0 ,25.0 ,1019.7 ,-2.2 ,4.2 ,19.0 ,1019.6 ,5.0 ,-0.6 
새해 첫날 일출 보고 목민심도 종주,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=130161&referrerAllArticles=true,[‘예빈산'],20220101,0,양평,-7.5 ,0.0 ,39.0 ,1027.7 ,-12.3 ,0.8 ,69.0 ,1028.4 ,0.0 ,-4.8 
가지산 일출 산행 & 영남 알프스 인증 앱(유용한정보),https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=130151&referrerAllArticles=true,['가지산'],20220101,0,울산,-3.9 ,0.0 ,29.0 ,1018.7 ,-5.5 ,3.1 ,28.0 ,1019.3 ,2.0 ,-1.6 
"2022 새해 첫날, 서대문구 안산 일출",https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=130089&referrerAllArticles=true,['안산'],20220101,0,서울,-8.5 ,0.0 ,41.0 ,1021.9 ,-9.7 ,0.8 ,51.0 ,1022.0 ,0.0 ,-1.2 
신년일출산행 혼산 모산재에서,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=130056&referrerAllArticles=true,[‘모산재'],20220101,0,합천,-5.8 ,0.0 ,54.0 ,1027.5 ,-7.5 ,0.1 ,63.0 ,1027.1 ,9.0 ,-1.7 
태백산 새해일출산행 간단 후기,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=16&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=130035&referrerAllArticles=true,['태백산'],20220101,0,태백,-12.8 ,0.0 ,41.0 ,940.4 ,-15.6 ,0.0 ,56.0 ,941.0 ,2.0 ,-2.8 
오늘의 동백이(100-1 충주호가 어우러진 동네뒷산 일출),https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=17&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=129924&referrerAllArticles=true,[‘충주호'],20220101,0,충주,-10.7 ,0.0 ,59.0 ,1017.7 ,-13.5 ,0.0 ,73.0 ,1018.2 ,0.0 ,-2.8 
12월31일 첫 일출 산행 수락산,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=17&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=129761&referrerAllArticles=true,['수락산'],20211231,0,서울,-5.5 ,0.0 ,43.0 ,1017.2 ,-7.7 ,3.5 ,39.0 ,1018.5 ,0.0 ,-2.2 
달음산 일출산행-빠빠이2021,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=17&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=129714&referrerAllArticles=true,['달음산'],20211231,0,부산,0.3 ,0.0 ,49.0 ,1015.2 ,-2.6 ,3.3 ,40.0 ,1017.0 ,0.0 ,-2.9 
"가야산 일출, 상고대~",https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=17&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=129011&referrerAllArticles=true,['가야산'],20211228,0,합천,-2.8 ,0.0 ,74.0 ,1025.5 ,-5.4 ,0.0 ,89.0 ,1025.4 ,0.0 ,-2.6 
21.12.19 덕유산 눈꽃산행 및 일출산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=17&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=128869&referrerAllArticles=true,[‘덕유산’],20211219,0,금산,-3.6 ,1.0 ,96.0 ,999.9 ,0.5 ,2.1 ,89.0 ,1000.3 ,9.0 ,4.1 
랩(RAB) 장비 리뷰 + 크리스마스 기념 -16도의 수락산 일출산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=17&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=128698&referrerAllArticles=true,['수락산'],20211225,0,서울,-7.3 ,0.0 ,51.0 ,1015.9 ,-11.4 ,4.5 ,46.0 ,1018.5 ,0.0 ,-4.1 
24일 인왕산 일출실패,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=17&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=128592&referrerAllArticles=true,['인왕산'],20211224,0,서울,2.0 ,0.0 ,60.0 ,1012.7 ,1.5 ,1.5 ,63.0 ,1011.2 ,8.0 ,-0.5 
덕유산 일출산행(21.12.05) 후기,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=17&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=128524&referrerAllArticles=true,['덕유산'],20211205,1,금산,-2.9 ,0.0 ,96.0 ,1007.7 ,-4.4 ,0.6 ,95.0 ,1007.6 ,0.0 ,-1.5 
청계산 마지막 일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=17&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=128369&referrerAllArticles=true,['청계산'],20211226,0,수원,-13.6 ,0.0 ,48.0 ,1031.2 ,-14.1 ,2.6 ,51.0 ,1030.6 ,0.0 ,-0.5 
기장 달음산 최단코스 일출산행,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=17&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=128337&referrerAllArticles=true,['달음산'],20211225,0,부산,5.4 ,0.0 ,62.0 ,1010.3 ,0.2 ,3.2 ,48.0 ,1012.4 ,0.0 ,-5.2 
가야산 일출 산행입니다,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=17&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=128159&referrerAllArticles=true,['가야산'],20211225,0,합천,3.7 ,0.0 ,49.0 ,1017.8 ,-1.5 ,2.6 ,45.0 ,1020.5 ,0.0 ,-5.2 
지금 이 순간(월악산 영봉 일출과 상고대),https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=17&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=128100&referrerAllArticles=true,['월악산'],20211225,0,제천,-3.4 ,0.0 ,70.0 ,990.1 ,-8.7 ,3.3 ,63.0 ,992.7 ,0.0 ,-5.3 
황매산 일출 사진후기입니다~,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=17&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=127527&referrerAllArticles=true,['황매산'],20211222,1,합천,1.0 ,0.0 ,84.0 ,1015.8 ,-2.1 ,0.0 ,93.0 ,1016.6 ,0.0 ,-3.1 
덕유산일출,https://cafe.naver.com/windstopper/ArticleRead.nhn?clubid=10765317&page=17&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%9D%BC%EC%B6%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=1&sortBy=date&articleid=127413&referrerAllArticles=true,['덕유산'],20211222,0,금산,-0.4 ,0.0 ,95.0 ,999.7 ,-3.0 ,0.1 ,98.0 ,1000.6 ,0.0 ,-2.6 
